size_m2,bedrooms,bathrooms,age,distance_city_center_km,floor,parking_spaces,has_elevator,neighborhood,property_type,condition,heating_type,price
128.5434783,4,3,34,20.23069696,18,0,0,A,house,good,none,417848.8049
89.00478939,4,3,22,12.0671067,10,0,1,D,studio,old,gas,250945.8987
48.8838524,2,2,24,7.003796529,4,0,0,B,apartment,good,electric,167196.1416
72.26602036,3,2,4,14.61071074,2,2,0,C,apartment,new,gas,275101.3685
146.8866631,2,2,5,14.1186898,11,2,0,D,apartment,good,gas,501091.8787
91.78020755,2,3,25,11.40010484,19,0,1,B,house,new,none,367517.6482
92.69848062,4,3,37,12.31655417,13,2,1,A,house,good,gas,398710.3138
91.00485411,3,2,5,5.773311834,12,0,1,D,studio,new,electric,312261.9399
157.1240977,4,2,18,11.25990144,2,1,0,B,apartment,good,gas,526196.6618
148.7787675,2,1,42,13.0475929,11,1,0,D,apartment,good,electric,424562.6895
166.563407,2,3,18,8.670575923,14,2,0,A,apartment,old,electric,609884.2261
95.22864369,4,2,45,7.502488456,1,1,0,D,studio,old,gas,157422.0194
108.8687347,1,2,46,9.888444474,19,1,0,A,studio,new,none,336589.4814
54.50072352,1,2,30,10.81730978,6,1,0,C,apartment,old,electric,144652.7318
144.3080328,4,3,36,10.16756698,19,1,0,C,studio,new,electric,468020.569
64.96661346,5,2,22,11.30979779,17,2,1,B,studio,new,electric,262127.2619
106.5032669,5,2,11,9.810518713,3,1,1,B,apartment,new,electric,447403.4693
67.08092417,1,2,12,11.84861118,8,1,1,D,house,good,electric,201984.8763
82.3339952,3,2,21,13.27660415,10,0,0,D,studio,new,electric,194303.3633
74.88212707,2,2,49,9.100271481,16,1,0,D,studio,old,electric,165761.634
81.76374218,3,1,2,9.339373041,6,0,1,B,studio,new,electric,292882.4442
83.82631891,1,2,11,8.2791686,14,1,0,A,studio,new,gas,356850.5488
83.55193615,4,1,36,5.776294106,2,1,1,C,studio,good,electric,225088.8281
125.0000174,5,3,30,9.422246823,13,0,0,A,studio,good,gas,457013.1718
66.85411621,1,3,12,0,8,1,0,C,house,new,electric,361628.983
106.6162428,3,3,22,11.5952378,11,0,1,D,studio,old,none,293494.0198
136.5387746,3,3,12,19.14967572,12,2,0,D,house,new,none,452087.8536
84.60410906,1,3,5,6.905372539,8,2,1,B,studio,old,gas,332811.1669
78.46243328,2,2,47,16.2071635,13,2,1,C,house,new,none,244139.0182
93.08426124,3,2,2,10.41103126,2,2,0,B,house,new,none,373193.3724
135.3917563,2,3,6,4.209032254,6,1,1,C,apartment,new,electric,550274.0305
105.8232289,2,2,9,4.363585213,1,2,1,B,house,new,gas,447420.3561
84.06357116,4,1,30,11.55618091,8,0,0,D,studio,new,gas,191543.8995
114.5162995,1,1,3,6.871432243,3,1,1,C,house,old,none,395865.7351
66.9312355,1,2,43,18.95319059,7,0,0,B,house,new,electric,172395.8443
120.4407853,2,3,5,8.600358217,18,2,1,A,studio,good,electric,486745.3142
112.2582192,4,3,17,2.94719344,13,0,1,B,apartment,good,electric,441038.4966
90.76574587,3,1,6,8.358289266,0,2,0,B,studio,new,gas,319080.784
74.84242605,3,2,33,1.162774167,8,1,0,C,studio,old,electric,220279.4335
73.39957233,1,1,22,0,19,0,1,A,studio,old,electric,263662.4264
116.0445201,2,2,7,9.469944116,18,2,0,D,house,new,none,448725.497
136.8694151,4,3,49,9.13409821,9,2,1,B,apartment,new,electric,479253.4901
80.88076759,4,1,23,12.44836677,15,1,1,D,studio,old,none,152495.6748
113.7516011,3,2,27,8.504599628,9,2,1,C,apartment,good,gas,378325.9318
37.38918944,3,3,44,20.32354636,1,2,1,B,studio,good,electric,56661.74605
82.46146808,5,2,2,10.76415462,0,0,1,B,house,new,none,360672.5587
99.06823201,5,3,12,16.07745867,7,2,0,A,house,new,none,423063.7453
72.70949749,2,2,38,11.14924131,8,0,1,C,house,good,electric,236866.6395
71.90480876,5,1,32,13.23210587,6,2,1,A,house,good,electric,291222.5133
79.96661331,4,2,49,13.69654187,9,0,0,B,apartment,old,none,184013.3968
108.7657818,5,1,15,14.17488947,17,2,1,C,house,new,gas,429565.9386
94.38012945,1,1,10,8.293527341,14,2,0,C,apartment,good,gas,296548.4694
32.853063,1,1,28,15.95944007,9,0,0,A,house,old,electric,89719.26486
36.37899542,3,3,24,3.138539579,15,2,1,C,studio,new,electric,195928.6046
81.79404466,3,1,16,19.35401624,14,0,1,B,house,new,gas,311763.3917
113.7305976,2,1,36,5.213197357,14,0,1,B,house,good,none,385649.908
30,1,1,5,6.523884587,15,1,0,B,studio,good,electric,121014.08
85.00809472,2,3,45,2.894441038,16,2,1,D,house,old,none,281298.0311
84.2125643,2,2,13,9.135717669,8,1,1,D,apartment,new,electric,326867.682
141.6501333,5,3,18,11.77096819,5,1,0,B,studio,new,none,474680.0104
88.44934565,3,3,36,13.56658106,14,2,1,C,house,good,gas,298613.3393
111.4896695,2,2,49,11.02845411,15,1,0,C,apartment,new,electric,339084.7053
104.2377142,2,2,42,19.63141047,12,2,1,D,studio,good,none,191321.4501
36.08300561,3,1,11,9.063021723,11,1,1,A,apartment,new,gas,269101.9783
123.0462165,3,1,18,11.44949697,18,2,0,D,house,old,gas,371982.5075
106.4618952,1,2,20,18.15112539,0,2,1,C,house,new,gas,364953.7773
115.2480592,3,2,28,15.97073287,11,0,1,D,studio,new,none,269813.2854
217.7871312,5,3,27,7.655837055,9,1,0,B,studio,old,none,662609.5535
37.47661182,1,3,16,5.004767677,3,2,1,A,house,new,electric,265850.6426
151.7408995,2,3,48,10.70422988,5,0,1,C,house,old,none,426154.5477
91.37657442,5,2,1,8.093531802,3,1,0,D,studio,good,none,298363.4621
108.6198671,5,1,5,13.52524938,9,0,0,A,house,new,electric,463620.9959
98.63463264,1,3,24,2.534179647,2,2,1,B,apartment,old,none,328506.4732
87.27291,2,3,18,9.828919653,16,0,0,B,apartment,good,electric,328148.9086
82.90501215,1,2,5,4.533976963,5,2,1,D,apartment,good,electric,319682.0367
109.8852621,4,3,0,9.891769347,13,1,1,A,studio,old,electric,412809.6214
54.4847891,4,2,45,14.55750069,5,2,1,B,house,good,none,189287.7099
122.517375,1,1,33,23.25674703,13,0,1,D,apartment,old,electric,221566.6349
87.51416785,2,3,20,11.21775005,2,1,1,C,studio,new,none,258514.4641
66.09791983,2,3,20,16.47331743,4,0,1,C,apartment,new,gas,227955.1756
86.49961426,3,3,43,5.571626666,18,0,1,C,apartment,good,electric,291439.198
137.7144765,5,2,48,0,4,0,0,B,studio,new,gas,464219.86
83.93994739,1,2,26,15.58397947,2,0,0,C,house,good,electric,190398.0199
110.7536085,5,1,22,11.72223557,17,1,0,C,apartment,good,none,357877.6981
78.07131173,5,2,35,8.796668296,14,1,1,B,apartment,new,electric,315940.9343
122.7376555,4,3,35,6.775738313,7,0,0,D,studio,old,none,311535.9364
120.5652322,4,3,31,11.99308764,19,0,1,B,apartment,good,electric,445672.5855
155.458265,1,2,38,0,7,2,0,C,house,new,none,524081.4083
94.73308164,1,1,44,3.98692599,11,2,1,C,apartment,new,electric,283346.8573
120.0596441,2,2,16,6.886929016,12,1,1,A,apartment,new,gas,510956.0608
102.9420262,1,2,13,12.07380018,19,1,0,B,studio,new,none,357427.1295
138.8761535,2,3,21,12.28540645,12,2,0,C,apartment,new,electric,493300.7068
78.43502837,2,3,16,13.40207791,5,0,1,D,studio,new,electric,201206.237
122.3501594,1,3,28,9.370341256,9,0,0,A,apartment,good,none,409740.5015
94.15908112,2,2,47,13.60092334,5,0,0,C,studio,good,electric,188632.0946
98.07435469,5,2,47,3.56336232,11,0,0,B,house,new,none,361827.7019
102.7525745,2,1,37,7.590867247,7,1,0,C,studio,old,gas,233246.2979
107.5672119,5,3,25,5.106190764,3,2,0,B,house,new,electric,455280.8325
96.51312871,5,1,30,12.42305261,14,1,1,B,studio,old,gas,330330.4981
106.4413955,5,3,33,7.390020968,12,0,1,A,apartment,good,none,448066.4478
147.3435417,3,1,26,12.87936468,2,0,0,D,house,old,gas,390986.6166
129.5634906,3,3,16,11.92350835,6,1,0,D,apartment,new,none,443425.1782
126.0746378,2,2,22,9.366232626,12,1,0,A,studio,new,none,461059.9099
86.33381422,1,3,33,6.107555512,14,0,0,C,studio,good,gas,261418.8939
73.32277515,2,1,17,11.39550728,6,0,1,A,apartment,new,none,273147.8419
128.6590167,3,1,20,9.384337531,0,0,1,D,studio,good,none,328799.5247
126.2814038,4,3,19,14.08990116,13,0,0,A,apartment,old,gas,431701.7123
144.1801203,4,2,31,1.143470529,12,1,1,C,studio,old,electric,448960.7561
81.88058122,2,3,11,10.32426094,9,1,1,B,house,good,gas,369405.9818
93.11354034,3,2,3,7.795320986,11,1,1,C,studio,old,electric,319356.2261
50.81547512,5,3,8,6.827476438,11,1,1,B,apartment,old,none,289606.5506
88.22586682,3,2,10,17.38729168,19,0,1,C,apartment,new,gas,318015.672
129.8971153,2,3,48,7.221568268,9,0,0,B,house,old,electric,359778.3402
86.00513862,3,3,29,0,14,2,0,C,apartment,new,none,337407.2707
119.2143939,4,2,44,12.70599183,11,0,1,A,house,new,none,397635.1051
94.28490682,5,2,25,15.27291556,19,1,1,A,apartment,new,gas,405918.5461
109.7217108,2,3,31,12.29546683,14,1,0,A,house,new,none,428662.032
65.56925831,2,1,27,0.136563098,6,0,0,B,studio,old,gas,177842.1504
102.5562835,1,2,39,9.789183107,17,1,0,B,apartment,new,none,327629.3151
30,5,1,36,5.454152265,2,0,0,D,apartment,new,electric,105551.9951
94.39311526,2,1,41,17.57478892,15,2,0,B,apartment,new,electric,235720.8541
51.08580269,3,1,46,7.9101049,7,2,0,B,studio,good,gas,113380.8022
136.1798355,3,1,40,11.64817258,18,0,0,D,apartment,new,none,363559.45
123.3222206,3,3,15,11.3282627,8,2,0,D,house,new,electric,445693.1238
114.0001295,3,2,47,14.30878,19,2,1,C,apartment,good,gas,323678.4761
145.6301868,2,3,7,17.40401092,18,2,1,D,apartment,good,gas,472808.1293
71.53250438,4,3,2,9.472405987,15,2,0,D,house,old,gas,301917.9526
152.4208959,5,3,2,4.153625286,1,0,0,B,house,new,gas,603707.9726
127.9657469,3,3,9,18.10486618,1,2,0,A,apartment,good,none,444328.4262
92.90334138,2,3,11,7.597371715,16,0,1,B,studio,new,none,398126.8503
134.0686044,2,2,14,13.21726686,3,1,1,B,house,new,gas,453810.2882
66.81119463,3,3,46,8.045233741,19,0,1,C,house,good,gas,221384.4539
75.26457515,1,3,26,9.555299151,1,0,1,B,house,good,electric,283013.9869
81.7423083,2,3,45,2.414060344,12,2,1,D,apartment,new,electric,263908.6445
84.13066876,5,1,10,9.189367068,5,0,0,D,apartment,new,electric,283310.0275
68.30327072,5,3,5,12.30870982,10,0,0,B,house,good,gas,306734.0634
136.692492,1,2,11,5.56059099,1,2,1,D,house,new,gas,453189.7454
92.23436799,2,2,17,16.15641603,12,1,0,A,house,old,gas,292387.6218
110.5751491,1,2,24,17.69770383,17,0,1,D,apartment,good,none,266989.6568
82.88945901,2,1,33,10.4021113,5,1,1,D,studio,new,electric,219102.3084
45.38190098,2,2,25,11.98296903,18,0,0,A,studio,old,electric,147238.9553
108.1017208,1,1,23,11.82135148,2,1,0,A,apartment,good,electric,352097.3172
42.63235074,4,2,15,7.747863608,7,2,0,A,house,old,gas,249695.7951
97.94097862,3,1,35,6.494493091,13,0,0,C,house,old,electric,266843.2589
58.95054884,3,2,35,6.041090748,18,2,1,D,apartment,old,electric,210500.6416
159.61828,3,3,20,3.999232515,5,1,0,D,studio,good,gas,493850.7952
127.3408817,1,2,29,7.041822898,16,2,1,D,apartment,new,gas,433137.8662
103.1726137,2,2,48,15.05682513,18,1,0,A,house,new,none,380427.5031
137.9112003,2,2,19,7.587548439,4,1,0,C,studio,good,gas,419406.6199
74.61052068,5,3,41,12.67115116,13,0,1,D,studio,new,gas,223676.2931
116.3043814,2,1,49,12.40029235,3,0,0,C,apartment,old,gas,250925.5234
105.994313,4,1,18,10.52742926,0,0,0,B,apartment,new,gas,392916.651
107.9206024,3,3,10,11.43153092,9,0,0,C,house,new,gas,441822.0255
138.170605,4,3,13,4.074251635,10,0,1,B,house,old,none,524567.0254
121.9747631,3,1,35,10.46921725,15,2,0,D,house,old,none,342553.8589
108.6617099,1,1,15,7.030623629,16,2,0,A,house,good,electric,420356.6592
50.35337691,4,1,2,16.07187022,2,2,1,C,house,good,none,212235.5045
71.19861114,2,1,21,12.26974467,4,0,0,D,house,new,gas,219367.4641
96.31873199,3,1,42,13.9764479,18,0,0,C,apartment,old,gas,272429.081
102.8011712,5,3,4,9.197448583,10,1,1,B,house,new,none,469131.816
66.09388826,4,1,1,6.255095676,0,2,1,D,studio,good,gas,246202.0857
172.3503003,1,1,11,8.811656147,16,1,1,B,apartment,good,electric,576753.4699
145.4918217,5,2,44,2.272526471,6,0,1,D,studio,good,electric,422542.8475
118.0635496,1,3,1,5.483093015,14,2,1,C,house,new,none,485330.0753
102.1611058,3,3,36,3.082323639,4,2,1,A,apartment,old,none,401096.9524
93.6337309,4,1,18,8.766559808,1,0,1,A,house,old,electric,333642.7584
71.4424462,1,2,23,14.28973383,8,1,0,B,house,good,none,229002.0639
102.3244156,5,2,4,8.559962553,8,2,1,A,studio,old,electric,401156.2743
107.7325762,5,1,25,4.418459737,19,2,1,B,house,old,none,434635.1151
62.74718274,2,2,27,12.81878438,19,0,1,B,apartment,new,electric,248157.7825
110.0252925,1,1,34,1.210820262,10,1,1,D,apartment,old,electric,276542.4668
95.34222854,4,3,18,3.991468052,11,0,0,B,apartment,old,none,300378.4068
42.76577326,4,2,30,11.37902176,0,2,1,A,apartment,new,electric,212469.9728
74.18844968,2,1,18,15.58971509,16,0,1,A,studio,good,electric,197913.8516
87.591834,5,1,42,9.006566322,15,2,0,A,house,new,gas,380980.6111
156.6306297,1,1,43,0.761398315,13,0,1,B,studio,good,gas,470245.0841
116.6965937,5,3,18,10.5377376,5,0,0,A,apartment,old,electric,434354.8038
59.93555293,1,2,19,19.40413674,10,0,1,D,studio,new,gas,116587.9639
114.5810887,1,3,41,15.01587591,7,2,0,A,house,good,gas,375452.404
53.58088033,1,3,16,7.252940204,5,1,0,C,studio,old,electric,164201.3355
132.4807316,5,2,11,8.415801531,13,0,0,D,apartment,new,none,477247.2995
85.86626045,5,3,34,12.80332614,8,0,1,D,house,new,none,314864.9964
97.19091434,5,1,25,12.60800593,2,2,0,D,studio,new,electric,246988.2783
139.7738994,3,2,7,1.54944942,3,2,1,B,studio,good,none,507775.6017
61.38509294,5,3,39,10.42425817,1,2,1,C,apartment,good,none,219948.1935
58.08645445,2,2,24,16.73690705,5,2,1,B,house,old,electric,175609.8438
82.49202021,3,3,24,9.272053321,7,0,0,D,apartment,old,gas,255650.4617
131.1513655,1,1,44,8.437718857,2,0,1,C,house,good,electric,342402.4388
54.41961774,4,3,21,18.6469721,15,0,1,D,house,new,electric,217666.4755
30,3,2,12,10.1040971,16,0,1,B,studio,old,none,133248.2979
86.46523425,3,3,41,13.65720187,19,2,0,D,apartment,new,gas,275272.4969
116.552224,1,1,14,13.98536486,2,0,0,A,house,good,gas,400485.7159
136.0078525,5,1,22,11.13781133,5,2,0,C,apartment,new,electric,454095.3655
86.10515914,5,1,27,6.025712504,2,2,1,B,studio,good,gas,312722.2907
87.65720179,3,3,47,1.132107956,1,2,0,D,house,old,none,261903.5483
134.617022,5,2,12,6.453961456,18,1,0,D,studio,old,gas,417027.548
43.90774901,3,3,31,7.696043454,13,0,1,B,house,new,electric,233151.3356
88.34437674,4,3,10,15.32955199,15,2,1,D,studio,good,none,331150.031
105.7127167,4,3,43,12.8411997,3,2,1,A,house,old,none,353228.4947
113.4765616,1,2,13,5.391610341,8,2,0,B,studio,old,none,369880.2081
84.7057992,2,1,34,7.926918971,5,1,1,B,apartment,new,electric,293720.1507
101.0332304,2,1,46,6.334035874,14,2,1,D,apartment,old,none,244642.1961
30,5,1,42,4.398684457,0,0,1,B,apartment,new,electric,98991.40898
80.25254763,2,2,34,9.131647508,9,2,1,B,apartment,old,electric,276176.2418
113.6052614,4,3,49,14.54118878,19,2,1,A,house,new,electric,441681.2478
70.53117897,1,3,39,3.179928356,10,2,0,A,apartment,old,none,261400.4089
101.7695266,4,3,22,15.91369637,18,1,0,B,apartment,new,none,380450.271
113.406175,3,2,39,10.98605534,3,1,0,B,apartment,old,none,302626.5573
89.72352397,5,3,12,10.73398553,1,2,1,A,studio,old,electric,342350.4837
105.1139131,5,2,5,8.720360973,5,2,1,D,apartment,good,gas,379173.0915
71.11802304,2,1,28,10.45891981,16,1,1,B,studio,new,gas,185762.7824
93.80166161,3,1,41,9.66630345,3,2,1,A,house,good,gas,340049.7433
118.3064851,2,2,14,10.46162878,10,1,0,A,studio,good,none,389594.2731
104.7091888,2,1,4,7.362606009,4,1,0,D,apartment,new,electric,359588.0049
82.40406191,2,2,32,13.20449985,17,2,0,C,house,old,electric,253584.9908
106.7264921,3,3,39,0,6,2,1,B,house,new,gas,440821.7113
121.4382937,2,1,1,13.88810555,3,2,0,A,house,good,electric,429517.9873
38.50176164,5,1,32,12.83095516,7,1,0,D,studio,old,gas,26448.87749
134.7722219,2,3,24,12.56332973,6,0,0,C,house,good,gas,425642.6785
89.91235784,3,3,26,12.08458181,11,2,1,A,apartment,old,gas,333722.6947
112.764698,3,2,47,11.4243921,18,1,0,B,house,new,gas,422539.4616
135.9174077,4,1,24,13.76799543,4,2,1,D,house,new,gas,471757.3272
58.84978908,2,3,4,11.88686146,7,1,0,B,apartment,good,gas,224836.874
78.71676993,3,1,42,8.155338125,9,1,1,C,house,new,electric,276308.315
91.34353912,2,1,39,6.794031305,3,1,0,B,house,new,none,320142.2327
76.48739437,1,1,3,9.738068432,6,2,0,D,apartment,new,gas,268327.8775
152.0480973,5,1,13,17.07118573,8,0,0,C,apartment,new,electric,470433.3732
74.29683719,5,2,16,13.91938517,10,2,0,D,studio,old,gas,225849.7589
83.33359662,2,3,40,12.45208295,17,0,0,C,studio,new,gas,221674.1396
106.1316709,5,1,26,0,4,0,0,C,apartment,new,gas,385716.4236
63.93551422,5,3,35,1.897884502,0,0,1,B,studio,new,none,229038.7556
88.12957865,1,3,33,11.63606574,14,1,1,A,apartment,new,none,300668.6873
109.5235978,5,2,9,15.9247968,12,1,0,D,studio,good,none,330974.9664
90.01418787,5,2,21,7.567108575,19,1,1,D,studio,old,electric,266763.6829
97.19839423,3,1,40,10.28030419,18,1,1,A,studio,good,electric,314059.9679
84.12003663,5,1,21,7.684173404,6,1,0,D,house,new,none,314180.9924
54.56589072,2,2,27,4.208403384,2,1,0,B,house,good,electric,218650.9946
109.6477963,5,3,47,7.652313561,5,2,0,C,house,new,electric,382930.1356
152.6479921,2,3,19,10.66225732,15,0,1,D,apartment,new,none,527218.4294
100.5520489,5,2,48,18.60163942,12,0,1,D,studio,new,electric,242490.8195
106.7579235,2,1,1,9.264079772,6,0,1,D,apartment,new,electric,372503.6064
120.7816827,5,1,22,9.997618743,10,1,1,B,apartment,old,none,387570.6797
61.9200851,2,1,33,17.2882604,1,1,1,D,studio,old,electric,60706.24905
151.0754397,5,2,47,13.06236727,12,1,0,B,studio,good,electric,420697.7358
106.0698639,1,2,15,12.95679064,18,0,1,C,studio,good,electric,317195.4767
148.955707,3,3,27,13.18354663,5,1,1,C,studio,good,gas,443211.6818
78.00901013,3,2,13,7.714010317,8,0,1,B,apartment,good,none,264811.8161
154.5418577,3,1,0,10.35298738,5,2,1,C,house,old,electric,538645.9166
123.2546648,3,3,40,12.18618444,3,1,0,D,house,new,none,360248.6638
116.5912026,1,1,14,7.849239088,8,0,0,B,apartment,good,gas,392515.5086
107.0207336,1,1,14,9.242742293,5,1,1,A,house,good,electric,390097.0429
92.54414146,5,3,24,8.944812102,14,1,0,A,house,new,none,446232.1703
136.0159498,1,1,42,3.882086487,13,2,1,C,studio,old,gas,397869.6314
104.2107961,3,3,4,16.9731492,15,1,1,C,studio,old,gas,381000.9903
40.98790889,4,1,7,7.965533283,13,0,0,A,house,old,electric,201241.6061
66.48440615,5,1,21,6.854674191,13,1,0,D,studio,old,electric,161490.9925
94.42462743,2,3,38,11.76843345,17,0,0,C,house,good,none,305502.9661
109.2999695,3,1,37,17.89160567,1,2,1,A,apartment,new,gas,342656.0045
98.30234533,3,1,38,6.896803896,13,0,0,C,house,old,gas,290169.1435
136.5691237,3,3,45,9.836014981,8,2,1,A,studio,good,none,392751.974
41.46694408,1,3,42,0,16,2,1,A,studio,old,electric,173943.0371
104.3076381,2,3,13,19.48021975,14,0,0,C,studio,new,none,291148.9555
45.46062324,5,2,18,6.867229716,0,2,1,B,apartment,old,gas,188337.4233
122.7913689,3,1,25,0,1,1,1,A,apartment,old,none,428537.3264
97.16623857,2,3,37,15.19727497,15,0,1,A,house,new,none,361462.2406
112.5882992,4,1,32,3.393609577,19,2,1,D,studio,old,electric,330787.4082
74.08351118,1,3,45,3.039748227,6,0,0,C,apartment,good,gas,234045.5843
138.3839479,3,1,11,4.295757337,11,0,1,C,studio,old,gas,454327.0587
131.2517399,2,1,28,7.084417383,15,0,0,B,house,new,none,444948
117.5063291,2,3,11,18.07625227,2,0,1,D,apartment,good,electric,314288.1769
96.11448259,3,3,28,2.673506294,18,1,1,A,studio,new,electric,465763.1336
117.3957186,2,2,40,13.76016682,13,2,0,A,house,old,electric,360549.4296
78.79322296,2,3,40,5.898487718,2,1,1,D,studio,old,none,165166.5509
125.6666698,5,3,45,6.803487155,6,0,1,D,house,new,gas,462063.1865
149.4844268,1,3,19,8.09280909,3,2,0,B,house,good,gas,524273.9386
132.1183168,5,2,33,9.127330167,12,0,1,A,studio,good,gas,467330.4087
78.11192591,1,1,45,11.53962722,4,2,0,D,house,good,electric,125633.2133
110.8425195,1,2,29,1.158367494,10,1,0,A,house,new,gas,501564.4803
61.20575369,5,1,28,21.46325279,16,1,1,C,house,new,electric,201547.6144
117.1717093,3,3,38,9.694845288,18,0,0,D,apartment,old,electric,378302.1254
113.5181024,2,3,46,3.578575493,13,1,1,D,house,old,none,351108.3793
43.90550981,4,3,39,17.13129069,4,0,0,A,apartment,new,none,166020.4153
65.14648468,5,2,1,8.983355742,16,2,0,B,house,old,gas,307609.9729
91.5058331,5,2,25,8.844744244,5,1,0,B,house,old,none,294656.8695
90.97420759,3,3,0,14.27605052,4,2,1,D,house,old,electric,285591.9633
63.71569194,2,2,27,0,8,2,1,D,studio,good,electric,215466.984
111.6693619,5,3,7,13.22998518,3,0,1,A,studio,good,none,395576.8432
107.5442083,4,2,30,10.85349932,14,1,0,B,studio,good,none,314702.756
94.17192604,2,3,38,6.703595098,12,1,0,C,apartment,good,none,290033.1964
77.326255,5,2,49,8.356632081,17,0,1,D,house,new,none,278509.5136
131.4612138,5,1,18,6.283337657,5,2,1,B,studio,old,none,392378.319
149.6622134,1,3,12,10.3229384,7,1,1,D,house,new,gas,567077.8247
85.49315548,1,2,15,10.99727005,11,0,1,D,house,new,electric,302785.8177
81.63499249,5,2,22,3.840088569,15,2,0,C,house,good,none,347984.4173
114.73623,3,3,10,5.776198518,13,1,1,A,house,new,none,491504.7217
89.25911861,1,2,23,0,3,0,0,D,apartment,good,gas,291081.3761
95.81808398,5,1,9,3.930479439,14,1,1,D,studio,good,none,308628.2012
122.1895946,2,1,4,5.544154884,16,0,1,A,apartment,old,electric,459970.009
42.71931737,4,2,11,0,2,2,0,B,house,good,gas,302777.1025
139.5490697,1,3,35,11.84099627,2,2,1,D,studio,old,none,310077.87
102.1804157,5,2,25,13.38874699,8,0,1,B,studio,old,none,298981.131
87.65520566,1,2,27,21.38816234,5,2,1,B,studio,good,electric,231896.4102
97.32297537,2,1,15,11.84146289,6,1,1,A,house,good,electric,413097.2033
98.87288065,3,2,1,5.529769624,12,1,1,C,apartment,good,none,401543.4762
48.0639609,5,3,25,9.798354588,17,0,0,B,studio,old,gas,176724.2716
144.8481468,2,1,3,12.03116354,1,1,1,C,house,good,none,466122.7848
101.239769,4,2,28,11.66189923,11,1,1,B,house,good,electric,396516.4387
113.2900639,5,3,15,4.705180192,4,1,1,C,house,old,none,430535.9246
128.5464931,4,1,21,16.73491279,13,0,1,C,house,old,gas,388383.3612
69.36512627,3,3,42,13.30245314,11,0,1,D,house,new,gas,192818.1174
114.204157,5,3,5,15.05343683,12,2,0,B,studio,old,none,380436.9419
91.97076727,5,3,27,15.64495341,12,2,0,A,apartment,good,none,336224.586
125.4031233,2,2,10,14.0655905,17,0,1,A,studio,good,electric,459000.5569
36.18317739,1,1,41,12.86351527,19,2,1,A,apartment,good,electric,128151.4668
97.02717099,5,2,46,12.26764941,16,1,1,B,apartment,old,none,302769.5379
81.91538033,3,1,20,10.85430014,10,0,1,B,studio,good,electric,269479.1368
112.9678885,5,3,25,8.897116405,7,2,0,C,apartment,old,gas,351708.8545
114.1013256,5,3,38,10.6793581,17,2,1,B,house,new,electric,486876.9475
78.77122316,5,2,46,5.545789458,8,0,1,C,apartment,good,electric,288512.6299
78.63478407,5,3,21,14.25458115,8,0,0,C,house,new,electric,325455.6635
96.68003894,3,3,29,7.413139597,3,2,1,D,studio,new,electric,307371.9848
73.10073318,2,3,29,7.246274906,10,0,0,A,apartment,good,none,321192.8279
125.2595109,1,1,32,10.19045279,14,0,0,C,studio,old,electric,329305.6762
88.92378399,3,1,39,10.56512726,3,2,0,B,studio,new,gas,231638.2784
30,3,2,29,10.5039921,1,0,1,A,studio,new,none,186214.8427
88.7553383,4,1,36,13.89786308,11,0,0,B,house,good,electric,303273.8748
68.84368537,1,3,29,16.38215588,15,0,1,B,house,new,gas,281754.4378
51.06172554,2,3,25,5.95293538,11,2,1,A,studio,old,gas,246769.4939
62.87720085,2,3,5,8.639856526,17,2,1,A,studio,old,electric,284992.1573
103.2822542,4,2,3,8.864460291,10,2,0,B,apartment,good,electric,404203.3706
139.8592248,4,3,14,9.943995321,3,0,0,B,apartment,good,none,477764.499
109.3955342,3,3,35,10.85088707,6,2,1,B,house,old,electric,348337.9061
81.80489835,2,2,2,5.126052261,17,2,1,B,apartment,old,none,350474.5434
113.6771259,2,1,15,13.26933814,7,0,1,C,apartment,new,gas,386539.17
86.22729069,2,1,15,11.22783369,3,2,1,B,apartment,good,gas,283906.5594
79.16198893,3,1,39,6.731794358,5,2,1,A,house,good,gas,332190.373
65.36911995,2,2,26,12.31005484,2,1,0,A,house,good,none,243330.414
47.4451358,5,2,5,7.819633247,13,2,0,B,house,new,gas,310619.3285
88.3022888,4,3,20,10.20774077,3,0,0,D,apartment,new,gas,294095.719
104.7416047,4,3,12,6.229934136,6,2,0,A,house,old,gas,463498.3141
97.1012899,4,2,8,13.76194338,4,2,1,A,studio,old,gas,355760.7361
87.52099216,4,2,40,9.309780366,11,1,0,C,apartment,new,electric,279373.7988
71.62761818,5,3,42,11.47984467,7,0,0,D,apartment,new,electric,230455.4309
118.2473858,1,3,7,12.67691305,7,0,1,D,studio,old,electric,326378.4766
60.4860424,2,3,27,14.07775924,19,0,0,C,house,new,electric,219381.7588
123.2808374,4,1,44,15.04096996,3,2,1,D,studio,new,gas,340068.9219
69.93348943,2,1,18,13.99620568,10,0,1,A,studio,old,none,222371.3122
77.42694288,2,3,28,11.12964461,18,1,0,A,studio,old,gas,255668.7381
55.99644428,5,2,30,11.06119688,1,1,0,C,studio,old,gas,176709.5003
84.95793559,2,1,32,6.073140957,16,2,0,A,studio,new,electric,336777.2573
129.2593738,4,3,48,13.76577433,19,2,0,B,apartment,new,electric,404896.2749
115.4688427,2,1,5,2.219903208,3,2,0,B,studio,old,none,406790.5378
129.3526634,5,2,43,13.66625646,19,2,0,B,studio,new,electric,406168.7979
115.6642764,4,2,3,6.165022791,15,0,1,C,apartment,old,gas,439594.6955
